gene_symbol,editor_system,sample,raw_count,cell_type,source_file
UBE3A,dCas9-VP64,PWS_VP64_mat1_r2,36.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,PWS_VP64_mat1_r3,22.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,PWS_VP64_nt_r1,26.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,PWS_VP64_nt_r2,32.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,PWS_VP64_nt_r3,15.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,WT_VP64_nt_r1,25.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,WT_VP64_nt_r2,13.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,WT_VP64_nt_r3,41.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,PWS_VP64_mat1_r1,15.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,PWS_VP64_mat1_r2,10.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,PWS_VP64_mat1_r3,17.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,PWS_VP64_nt_r1,15.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,PWS_VP64_nt_r2,24.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,PWS_VP64_nt_r3,15.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,WT_VP64_nt_r1,66.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,WT_VP64_nt_r2,83.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,WT_VP64_nt_r3,100.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,PWS_VP64_mat1_r1,20.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,PWS_VP64_mat1_r2,30.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,PWS_VP64_mat1_r3,32.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,PWS_VP64_nt_r1,31.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,PWS_VP64_nt_r2,32.0,neuron,GSE285305_VP64-featurecounts.csv.gz
UBE3A,dCas9-VP64,PWS_VP64_nt_r3,31.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,75.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,89.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,112.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,24.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,26.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,30.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,40.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,44.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,34.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,246.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,296.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,285.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,73.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,110.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,72.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,76.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,110.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,77.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,42.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,43.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,64.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,15.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,12.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,10.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,20.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,19.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,19.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,77.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,80.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,103.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,24.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,32.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,36.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,25.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,32.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,22.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,28.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,40.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,37.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,12.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,25.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,5.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,27.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,15.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,13.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,94.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,111.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,151.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,25.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,52.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,36.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,32.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,47.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,40.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,24.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,19.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,29.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,3.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,10.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,9.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,9.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,11.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,2.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,133.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,160.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,159.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,50.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,58.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,70.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,58.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,67.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,43.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,23.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,33.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,16.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,3.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,11.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,6.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,10.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,7.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,8.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,16.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,19.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,31.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,9.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,8.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,5.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,8.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,6.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,3.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,52.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,57.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,87.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,12.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,29.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,28.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,25.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,32.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,19.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,58.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,59.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,97.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,18.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,22.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,25.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,29.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,28.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,20.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,16.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,47.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,37.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,14.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,12.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,12.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,9.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,16.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,13.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,71.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,107.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,96.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,27.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,45.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,28.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,33.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,45.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,38.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,86.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,124.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,128.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,30.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,41.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,30.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,34.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,46.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,23.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,57.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,57.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,70.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,11.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,22.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,11.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,19.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,19.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,22.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,149.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,157.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,181.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,45.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,51.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,46.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,38.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,60.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,45.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,81.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,96.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,121.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,34.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,31.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,30.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,34.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,39.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,25.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,47.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,35.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,48.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,12.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,19.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,22.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,15.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,14.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,20.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,113.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,147.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,170.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,40.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,46.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,42.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,31.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,54.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,39.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,159.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,169.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,179.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,38.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,70.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,58.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,46.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,66.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,52.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,215.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,254.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,223.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,71.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,99.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,58.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,78.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,89.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,69.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,76.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,87.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,106.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,25.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,38.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,25.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,27.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,49.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,34.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,18.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,13.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,30.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,11.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,5.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,6.0,neuron,GSE285305_VP64-featurecounts.csv.gz
